,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Balık,Balık Dünyası Fish Finger 250 gr,Balık Dünyası,"Su Ürünleri Donuk, İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler, Dondurulmuş Su Ürünleri, Balık Ve Su Ürünleri, Dondurulmuş Su Ürünleri̇",carrefour,Istanbul Vıa Venezıa Süper,164.0,2025-05-17 10:20,0
Balık,Balık Dünyası Et Midye 500 gr,Balık Dünyası,"Su Ürünleri Donuk, İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler, Dond. Deniz Ürünleri, Dondurulmuş Su Ürünleri, Balık Ve Su Ürünleri, Dondurulmuş Su Ürünleri̇, Dondurulmuş Et Ürünleri, Et Ve Etli̇ Mamüller",carrefour,Istanbul Vıa Venezıa Süper,179.0,2025-05-17 10:20,0
Balık,Balık Dünyası Mezgit 500 gr,Balık Dünyası,"Su Ve Et Ürünleri̇, Dondurma-donuk Ürünler, Su Ürünleri Donuk, İşlenmi̇ş Ürünler, Balıklar, Taze Gıdalar, Balık, Dondurulmuş Ürünler, Dondurulmuş Su Ürünleri, Balık Ve Su Ürünleri, Dondurulmuş Su Ürünleri̇, Dondurulmuş Gıda",carrefour,Istanbul Vıa Venezıa Süper,239.0,2025-05-17 10:20,0
Balık,Mrx. Balık Pane 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,259.0,2025-05-17 10:20,0
Balık,Marex Çıtır Balık 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,259.0,2025-05-17 10:20,0
Balık,Balık Dünyası Et Midye 500 gr,Balık Dünyası,"Su Ürünleri Donuk, İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler, Dond. Deniz Ürünleri, Dondurulmuş Su Ürünleri, Balık Ve Su Ürünleri, Dondurulmuş Su Ürünleri̇, Dondurulmuş Et Ürünleri, Et Ve Etli̇ Mamüller",migros,Avasköy Bayrampaşa M Migros,279.95,2025-05-17 10:20,0
Balık,Mrx. Balık Topları 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,289.0,2025-05-17 10:20,0
Balık,Mrx. Balık Lokum 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,289.0,2025-05-17 10:20,0
Balık,Mrx. Balık Schnitzel 400 gr,Markasız,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Bayrampaşa Forum Hıpe,289.0,2025-05-17 10:20,0
Balık,Balık Dünyası Mezgit 500 gr,Balık Dünyası,"Su Ve Et Ürünleri̇, Dondurma-donuk Ürünler, Su Ürünleri Donuk, İşlenmi̇ş Ürünler, Balıklar, Taze Gıdalar, Balık, Dondurulmuş Ürünler, Dondurulmuş Su Ürünleri, Balık Ve Su Ürünleri, Dondurulmuş Su Ürünleri̇, Dondurulmuş Gıda",migros,Bayrampaşa Pashador Mm Migros,329.95,2025-05-17 10:20,0
Balık,Balık Dünyası Et Karides 1000 gr,Balık Dünyası,"İşlenmi̇ş Ürünler, Taze Gıdalar, Balık, Dondurulmuş Ürünler",carrefour,Istanbul Vıa Venezıa Süper,429.0,2025-05-17 10:20,0
