,name,brand,categories,marketName,depotName,price,updateDate,mesafe_km
Makarna,Makarna Fiyonk 500 gr Oba,Oba,"1704-bakli̇yat Ve Unlu Mamuller, Makarnalar, 17-grup Spot, Bakli̇yat Ve Kuru Gıdalar, 170425-sade Makarnalar",bim,Bağlarbaşıgaziosmanpaşa,11.25,2025-05-17 10:20,0
Makarna,Carrefour Spagetti Makarna 500 gr,Carrefour,"Makarnalar, Kuru Gıdalar, Gıda, Çorba Ve Bakli̇yatlar",carrefour,Istanbul Esenler Esprı Süper,12.75,2025-05-17 10:20,0
Makarna,Tat Spagetti Makarna 500 gr,Tat,"Un Ve Bakliyatlar, Normal Ma, Makarna, Normal Makarna, Normal Makarnalar, Sıvı Yağ Makarna Un",hakmar,Selamlıüsküdar,12.75,2025-05-17 10:19,0
Makarna,Tat Burgu Makarna 500 gr,Tat,"Un Ve Bakliyatlar, Normal Ma, Makarna, Normal Makarna, Normal Makarnalar, Sıvı Yağ Makarna Un",hakmar,Selamlıüsküdar,12.75,2025-05-17 10:19,0
Makarna,Tat Yüksük Makarna 500 gr,Tat,"Un Ve Bakliyatlar, Normal Ma, Makarna, Normal Makarna, Normal Makarnalar, Sıvı Yağ Makarna Un",hakmar,Selamlıüsküdar,12.75,2025-05-17 10:19,0
Makarna,Tat Fiyonk Makarna 500 gr,Tat,"Un Ve Bakliyatlar, Normal Ma, Makarna, Normal Makarna, Normal Makarnalar, Sıvı Yağ Makarna Un",hakmar,Selamlıüsküdar,12.75,2025-05-17 10:19,0
Makarna,Makarna Mantı 500 gr Cardella,Cardella,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170425-sade Makarnalar",bim,Bağlarbaşıgaziosmanpaşa,12.75,2025-05-17 10:20,0
Makarna,Makarna Bukle 500 gr Cardella,Cardella,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170425-sade Makarnalar",bim,Bağlarbaşıgaziosmanpaşa,12.75,2025-05-17 10:20,0
Makarna,Makarna Yüksük 500 gr Cardella,Cardella,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170425-sade Makarnalar",bim,Bağlarbaşıgaziosmanpaşa,12.75,2025-05-17 10:20,0
Makarna,Piyale Boncuk Makarna 500 gr,Piyale,"Makarnalar, Sade Makarna",sok,Gop Kızılay,12.75,2025-05-17 10:20,0
Makarna,Carrefour Burgu Makarna 500 gr,Carrefour,"Makarnalar, Kuru Gıdalar, Gıda, Çorba Ve Bakli̇yatlar",carrefour,Istanbul Esenler Esprı Süper,12.75,2025-05-17 10:20,0
Makarna,Makarna Burgu 500 gr Bendo,Bendo,"Makarnalar, Bakli̇yat Ve Kuru Gıdalar",a101,Çukurçeşme Gaziosmanpaşa Istanbul,12.75,2025-05-17 10:20,0
Makarna,Makarna Boncuk 500 gr Bendo,Bendo,"Makarnalar, Bakli̇yat Ve Kuru Gıdalar",a101,Çukurçeşme Gaziosmanpaşa Istanbul,12.75,2025-05-17 10:20,0
Makarna,Makarna Fiyonk 500 gr Oba,Oba,"1704-bakli̇yat Ve Unlu Mamuller, Makarnalar, 17-grup Spot, Bakli̇yat Ve Kuru Gıdalar, 170425-sade Makarnalar",a101,Sarıgöl Gaziosmanpaşa Istanbul,16.5,2025-05-17 10:20,0
Makarna,Makarna Tortıglıonı 500 gr Makaroma,Makaroma,"1704-bakli̇yat Ve Unlu Mamuller, 17-grup Spot, 170425-sade Makarnalar",bim,Bağlarbaşıgaziosmanpaşa,19.0,2025-05-17 10:20,0
Makarna,Makarna Burgu 500 gr Berona,Berona,"Makarnalar, Bakli̇yat Ve Kuru Gıdalar",a101,Çukurçeşme Gaziosmanpaşa Istanbul,19.5,2025-05-17 10:20,0
Makarna,Filiz Makarna Burgu 500 gr,Filiz,"040701-sade Makarnalar, Makarnalar, Kuru Gıdalar, Gıda, 0407-makarnalar, 04-bakliyat Ve Unlu Mamuller, Sade Makarna, Çorba Ve Bakli̇yatlar, Makarna, Normal Makarna, Sıvı Yağ Makarna Un",carrefour,Istanbul Küçükköy Süper,22.0,2025-05-17 10:20,0
Makarna,Filiz Kelebek Makarna 500 gr,Filiz,"Makarnalar, Kuru Gıdalar, Gıda, Sade Makarna, Çorba Ve Bakli̇yatlar, Makarna, Normal Makarna, Sıvı Yağ Makarna Un",carrefour,Istanbul Esenler Esprı Süper,22.0,2025-05-17 10:20,0
